Angle,NE_Small_Square_2
24.9063,0.023012552
24.926,0.029288703
24.9457,0.033472803
24.9654,0.031380753
24.9851,0.056485356
25.0048,0.027196653
25.0245,0.050209205
25.0442,0.033472803
25.0639,0.029288703
25.0836,0.046025105
25.1034,0.035564854
25.1231,0.041841004
25.1428,0.048117155
25.1625,0.035564854
25.1822,0.043933054
25.2019,0.035564854
25.2216,0.043933054
25.2413,0.052301255
25.261,0.052301255
25.2807,0.071129707
25.3004,0.050209205
25.3201,0.048117155
25.3398,0.046025105
25.3595,0.050209205
25.3792,0.054393305
25.399,0.037656904
25.4187,0.037656904
25.4384,0.058577406
25.4581,0.046025105
25.4778,0.048117155
25.4975,0.031380753
25.5172,0.056485356
25.5369,0.050209205
25.5566,0.039748954
25.5763,0.050209205
25.596,0.043933054
25.6157,0.039748954
25.6354,0.029288703
25.6551,0.039748954
25.6748,0.037656904
25.6946,0.033472803
25.7143,0.029288703
25.734,0.035564854
25.7537,0.031380753
25.7734,0.052301255
25.7931,0.041841004
25.8128,0.031380753
25.8325,0.041841004
25.8522,0.041841004
25.8719,0.041841004
25.8916,0.041841004
25.9113,0.054393305
25.931,0.039748954
25.9507,0.050209205
25.9704,0.060669456
25.9901,0.064853556
26.0099,0.087866109
26.0296,0.071129707
26.0493,0.071129707
26.069,0.081589958
26.0887,0.069037657
26.1084,0.066945607
26.1281,0.043933054
26.1478,0.052301255
26.1675,0.052301255
26.1872,0.058577406
26.2069,0.052301255
26.2266,0.046025105
26.2463,0.050209205
26.266,0.050209205
26.2857,0.054393305
26.3055,0.058577406
26.3252,0.056485356
26.3449,0.050209205
26.3646,0.043933054
26.3843,0.043933054
26.404,0.043933054
26.4237,0.039748954
26.4434,0.043933054
26.4631,0.050209205
26.4828,0.035564854
26.5025,0.020920502
26.5222,0.039748954
26.5419,0.037656904
26.5616,0.050209205
26.5813,0.058577406
26.601,0.050209205
26.6208,0.058577406
26.6405,0.035564854
26.6602,0.048117155
26.6799,0.050209205
26.6996,0.058577406
26.7193,0.056485356
26.739,0.050209205
26.7587,0.060669456
26.7784,0.050209205
26.7981,0.073221757
26.8178,0.089958159
26.8375,0.054393305
26.8572,0.035564854
26.8769,0.033472803
26.8966,0.071129707
26.9164,0.050209205
26.9361,0.073221757
26.9558,0.060669456
26.9755,0.075313808
26.9952,0.054393305
27.0149,0.077405858
27.0346,0.087866109
27.0543,0.087866109
27.074,0.071129707
27.0937,0.092050209
27.1134,0.060669456
27.1331,0.046025105
27.1528,0.035564854
27.1725,0.043933054
27.1922,0.054393305
27.212,0.050209205
27.2317,0.046025105
27.2514,0.037656904
27.2711,0.041841004
27.2908,0.035564854
27.3105,0.039748954
27.3302,0.050209205
27.3499,0.041841004
27.3696,0.041841004
27.3893,0.052301255
27.409,0.054393305
27.4287,0.052301255
27.4484,0.052301255
27.4681,0.037656904
27.4878,0.043933054
27.5075,0.043933054
