     Angle,NE_Rod
25.596,0.031531532
25.6157,0.02027027
25.6354,0.023648649
25.6551,0.025900901
25.6748,0.027027027
25.6946,0.028153153
25.7143,0.030405405
25.734,0.024774775
25.7537,0.023648649
25.7734,0.024774775
25.7931,0.024774775
25.8128,0.032657658
25.8325,0.02027027
25.8522,0.03490991
25.8719,0.031531532
25.8916,0.024774775
25.9113,0.016891892
25.931,0.02027027
25.9507,0.02027027
25.9704,0.024774775
25.9901,0.021396396
26.0099,0.036036036
26.0296,0.041666667
26.0493,0.036036036
26.069,0.04954955
26.0887,0.036036036
26.1084,0.046171171
26.1281,0.051801802
26.1478,0.042792793
26.1675,0.047297297
26.1872,0.032657658
26.2069,0.025900901
26.2266,0.021396396
26.2463,0.028153153
26.266,0.024774775
26.2857,0.022522523
26.3055,0.023648649
26.3252,0.030405405
26.3449,0.027027027
26.3646,0.036036036
26.3843,0.030405405
26.404,0.029279279
26.4237,0.028153153
26.4434,0.022522523
26.4631,0.02027027
26.4828,0.023648649
26.5025,0.024774775
26.5222,0.021396396
26.5419,0.022522523
26.5616,0.019144144
26.5813,0.022522523
26.601,0.021396396
26.6208,0.021396396
26.6405,0.033783784
26.6602,0.022522523
26.6799,0.025900901
26.6996,0.037162162
26.7193,0.025900901
26.739,0.03490991
26.7587,0.037162162
26.7784,0.033783784
26.7981,0.033783784
26.8178,0.025900901
26.8375,0.023648649
26.8572,0.030405405
26.8769,0.028153153
26.8966,0.023648649
26.9164,0.028153153
26.9361,0.022522523
26.9558,0.036036036
26.9755,0.039414414
26.9952,0.040540541
27.0149,0.029279279
27.0346,0.041666667
27.0543,0.039414414
27.074,0.031531532
27.0937,0.041666667
27.1134,0.039414414
27.1331,0.037162162
27.1528,0.042792793
27.1725,0.037162162
27.1922,0.03490991
27.212,0.027027027
27.2317,0.019144144
27.2514,0.024774775
27.2711,0.030405405
27.2908,0.022522523
27.3105,0.015765766
27.3302,0.024774775
27.3499,0.025900901
27.3696,0.021396396
27.3893,0.021396396
27.409,0.033783784
27.4287,0.041666667
27.4484,0.036036036
27.4681,0.033783784
27.4878,0.03490991
27.5075,0.032657658
27.5273,0.033783784
27.547,0.032657658
27.5667,0.031531532
